rule	support	confidence	lift
('P_2.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.223	1.000	1.755
('ECT_5.0', 'P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.223	1.000	1.755
('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'P_0.0') ==> ('ECTD_wood frame (5)',)	0.284	1.000	1.755
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0',)	0.284	1.000	1.755
('PT_8', 'PCT_5.0', 'ECT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.284	1.000	1.755
('PT_8', 'PCT_5.0', 'P_0.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.284	1.000	1.755
('PTD_otc alterations permit', 'PT_8', 'ECT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.284	1.000	1.755
('PTD_otc alterations permit', 'PT_8', 'P_0.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.284	1.000	1.755
('PCT_5.0', 'P_2.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.223	1.000	1.755
('ECT_5.0', 'PCT_5.0', 'P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.223	1.000	1.755
('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.284	1.000	1.755
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.284	1.000	1.755
('ECTD_wood frame (5)',) ==> ('ECT_5.0', 'PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.508	0.891	1.755
('ECT_5.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.891	1.755
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.508	1.000	1.755
('ECT_5.0', 'PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.508	1.000	1.755
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('ECT_5.0',)	0.223	1.000	1.755
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'PT_8', 'ECT_5.0') ==> ('ECTD_wood frame (5)',)	0.223	1.000	1.755
('PTD_otc alterations permit', 'PT_8', 'P_2.0', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.223	1.000	1.755
('PTD_otc alterations permit', 'P_2.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.223	1.000	1.755
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.223	1.000	1.755
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.223	1.000	1.755
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'P_0.0') ==> ('ECT_5.0',)	0.284	1.000	1.755
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'P_0.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)',)	0.284	1.000	1.755
('PT_8', 'PCTD_wood frame (5)', 'P_2.0', 'ECTD_wood frame (5)', 'PTD_otc alterations permit', 'PCT_5.0') ==> ('ECT_5.0',)	0.223	1.000	1.755
('ECT_5.0', 'PCTD_wood frame (5)', 'P_2.0', 'PTD_otc alterations permit', 'PCT_5.0', 'PT_8') ==> ('ECTD_wood frame (5)',)	0.223	1.000	1.755
('PT_8', 'PCTD_wood frame (5)', 'PTD_otc alterations permit', 'PCT_5.0', 'P_0.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)',)	0.284	1.000	1.755
('PT_8', 'PCTD_wood frame (5)', 'ECTD_wood frame (5)', 'PTD_otc alterations permit', 'PCT_5.0', 'P_0.0') ==> ('ECT_5.0',)	0.284	1.000	1.755
('P_0.0',) ==> ('PCT_5.0', 'PT_8')	0.286	0.899	1.750
('P_0.0',) ==> ('PT_8', 'PCTD_wood frame (5)')	0.286	0.899	1.750
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.286	0.899	1.750
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.286	0.899	1.750
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8')	0.286	0.899	1.750
('P_0.0',) ==> ('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.286	0.899	1.750
('P_0.0',) ==> ('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)')	0.286	0.899	1.750
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)')	0.286	0.899	1.750
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.286	0.899	1.750
('P_0.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.285	0.995	1.745
('P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.285	0.995	1.745
('PCT_5.0', 'P_0.0') ==> ('ECTD_wood frame (5)',)	0.285	0.995	1.745
('PCT_5.0', 'P_0.0') ==> ('ECT_5.0',)	0.285	0.995	1.745
('PCT_5.0', 'P_0.0') ==> ('ECT_5.0', 'ECTD_wood frame (5)')	0.285	0.995	1.745
('PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.285	0.995	1.745
('P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'ECTD_wood frame (5)')	0.285	0.995	1.745
('PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.285	0.995	1.745
('PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'ECTD_wood frame (5)')	0.285	0.995	1.745
('PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.284	0.995	1.745
('PTD_otc alterations permit', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.284	0.995	1.745
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0') ==> ('ECTD_wood frame (5)',)	0.284	0.995	1.745
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0') ==> ('ECT_5.0',)	0.284	0.995	1.745
('PTD_otc alterations permit', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.284	0.995	1.745
('PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.284	0.995	1.745
('PCT_5.0', 'PT_8', 'P_0.0') ==> ('ECT_5.0',)	0.284	0.995	1.745
('PCT_5.0', 'PT_8', 'P_0.0') ==> ('ECTD_wood frame (5)',)	0.284	0.995	1.745
('PCT_5.0', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.284	0.995	1.745
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.284	0.995	1.745
('PCT_5.0', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.284	0.995	1.745
('PTD_otc alterations permit', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.284	0.995	1.745
('PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.745
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.284	0.995	1.745
('PCT_5.0', 'PT_8', 'P_0.0') ==> ('ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.745
('PTD_otc alterations permit', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.745
('PTD_otc alterations permit', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.284	0.995	1.745
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'P_0.0') ==> ('ECTD_wood frame (5)',)	0.284	0.995	1.745
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'P_0.0') ==> ('ECT_5.0',)	0.284	0.995	1.745
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0') ==> ('ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.745
('PCT_5.0', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.745
('PTD_otc alterations permit', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.745
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.284	0.995	1.745
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.745
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'P_0.0') ==> ('ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.745
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.284	0.995	1.745
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.745
('P_2.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.276	0.980	1.742
('P_2.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.276	0.980	1.742
('P_2.0', 'ECT_5.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.276	0.980	1.742
('P_2.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.276	0.980	1.742
('P_2.0', 'ECT_5.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.276	0.980	1.742
('P_2.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.276	0.980	1.742
('P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.223	0.980	1.740
('PCT_5.0', 'P_2.0', 'PT_8') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.980	1.740
('PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.223	0.980	1.740
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.980	1.740
('P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.223	0.980	1.740
('PCT_5.0', 'P_2.0', 'PT_8') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.223	0.980	1.740
('PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.223	0.980	1.740
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.223	0.980	1.740
('P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.223	0.980	1.740
('PCT_5.0', 'P_2.0', 'PT_8') ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.980	1.740
('PTD_otc alterations permit', 'P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.223	0.980	1.740
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'PT_8') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.223	0.980	1.740
('PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.223	0.980	1.740
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0') ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.980	1.740
('PTD_otc alterations permit', 'P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.223	0.980	1.740
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'PT_8') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.980	1.740
('PTD_otc alterations permit', 'P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.223	0.980	1.740
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'PT_8') ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.980	1.740
('PCT_5.0',) ==> ('PCTD_wood frame (5)',)	0.575	1.000	1.739
('PCTD_wood frame (5)',) ==> ('PCT_5.0',)	0.575	1.000	1.739
('PCT_5.0',) ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.514	0.894	1.739
('PCTD_wood frame (5)',) ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.514	0.894	1.739
('PTD_otc alterations permit', 'PCT_5.0') ==> ('PCTD_wood frame (5)',)	0.514	1.000	1.739
('PTD_otc alterations permit', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.514	1.000	1.739
('PCT_5.0',) ==> ('PT_8', 'PCTD_wood frame (5)')	0.514	0.894	1.739
('PCTD_wood frame (5)',) ==> ('PCT_5.0', 'PT_8')	0.514	0.894	1.739
('PCT_5.0', 'PT_8') ==> ('PCTD_wood frame (5)',)	0.514	1.000	1.739
('PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.514	1.000	1.739
('PCT_5.0',) ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.563	0.979	1.739
('PCTD_wood frame (5)',) ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.563	0.979	1.739
('PCT_5.0', 'ECTD_wood frame (5)') ==> ('PCTD_wood frame (5)',)	0.563	1.000	1.739
('ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.563	1.000	1.739
('PCT_5.0',) ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.563	0.979	1.739
('PCTD_wood frame (5)',) ==> ('PCT_5.0', 'ECT_5.0')	0.563	0.979	1.739
('PCT_5.0', 'ECT_5.0') ==> ('PCTD_wood frame (5)',)	0.563	1.000	1.739
('ECT_5.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.563	1.000	1.739
('PCT_5.0', 'P_0.0') ==> ('PCTD_wood frame (5)',)	0.287	1.000	1.739
('P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.287	1.000	1.739
('PCT_5.0', 'P_2.0') ==> ('PCTD_wood frame (5)',)	0.287	1.000	1.739
('P_2.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.287	1.000	1.739
('PCTD_wood frame (5)',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)')	0.508	0.883	1.739
('PCT_5.0',) ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.883	1.739
('PTD_otc alterations permit', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.508	1.000	1.739
('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)') ==> ('PCTD_wood frame (5)',)	0.508	1.000	1.739
('PCTD_wood frame (5)',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0')	0.508	0.883	1.739
('PCT_5.0',) ==> ('PTD_otc alterations permit', 'ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.883	1.739
('PTD_otc alterations permit', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.508	1.000	1.739
('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0') ==> ('PCTD_wood frame (5)',)	0.508	1.000	1.739
('P_2.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.276	1.000	1.739
('P_2.0', 'PCT_5.0', 'ECTD_wood frame (5)') ==> ('PCTD_wood frame (5)',)	0.276	1.000	1.739
('PCTD_wood frame (5)',) ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.563	0.979	1.739
('PCT_5.0',) ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.563	0.979	1.739
('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.563	1.000	1.739
('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PCTD_wood frame (5)',)	0.563	1.000	1.739
('P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.228	1.000	1.739
('PCT_5.0', 'P_2.0', 'PT_8') ==> ('PCTD_wood frame (5)',)	0.228	1.000	1.739
('P_0.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.285	1.000	1.739
('PCT_5.0', 'P_0.0', 'ECTD_wood frame (5)') ==> ('PCTD_wood frame (5)',)	0.285	1.000	1.739
('PCTD_wood frame (5)',) ==> ('PCT_5.0', 'PT_8', 'ECT_5.0')	0.508	0.883	1.739
('PCT_5.0',) ==> ('ECT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.508	0.883	1.739
('ECT_5.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.508	1.000	1.739
('PCT_5.0', 'PT_8', 'ECT_5.0') ==> ('PCTD_wood frame (5)',)	0.508	1.000	1.739
('PCTD_wood frame (5)',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8')	0.514	0.894	1.739
('PCT_5.0',) ==> ('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)')	0.514	0.894	1.739
('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.514	1.000	1.739
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8') ==> ('PCTD_wood frame (5)',)	0.514	1.000	1.739
('PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.286	1.000	1.739
('PCT_5.0', 'PT_8', 'P_0.0') ==> ('PCTD_wood frame (5)',)	0.286	1.000	1.739
('PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.228	1.000	1.739
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0') ==> ('PCTD_wood frame (5)',)	0.228	1.000	1.739
('ECT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.285	1.000	1.739
('PCT_5.0', 'ECT_5.0', 'P_0.0') ==> ('PCTD_wood frame (5)',)	0.285	1.000	1.739
('PTD_otc alterations permit', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.286	1.000	1.739
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0') ==> ('PCTD_wood frame (5)',)	0.286	1.000	1.739
('P_2.0', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.276	1.000	1.739
('PCT_5.0', 'P_2.0', 'ECT_5.0') ==> ('PCTD_wood frame (5)',)	0.276	1.000	1.739
('PCTD_wood frame (5)',) ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.508	0.883	1.739
('PCT_5.0',) ==> ('PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.883	1.739
('PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.508	1.000	1.739
('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('PCTD_wood frame (5)',)	0.508	1.000	1.739
('P_2.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.223	1.000	1.739
('PCT_5.0', 'P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('PCTD_wood frame (5)',)	0.223	1.000	1.739
('PTD_otc alterations permit', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.286	1.000	1.739
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'P_0.0') ==> ('PCTD_wood frame (5)',)	0.286	1.000	1.739
('P_0.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.285	1.000	1.739
('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PCTD_wood frame (5)',)	0.285	1.000	1.739
('PT_8', 'ECT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.284	1.000	1.739
('PCT_5.0', 'ECT_5.0', 'P_0.0', 'PT_8') ==> ('PCTD_wood frame (5)',)	0.284	1.000	1.739
('PTD_otc alterations permit', 'ECT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.284	1.000	1.739
('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'P_0.0') ==> ('PCTD_wood frame (5)',)	0.284	1.000	1.739
('P_0.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.284	1.000	1.739
('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PCTD_wood frame (5)',)	0.284	1.000	1.739
('PCTD_wood frame (5)',) ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PT_8')	0.508	0.883	1.739
('PCT_5.0',) ==> ('PT_8', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.883	1.739
('PT_8', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.508	1.000	1.739
('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PT_8') ==> ('PCTD_wood frame (5)',)	0.508	1.000	1.739
('PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.223	1.000	1.739
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)') ==> ('PCTD_wood frame (5)',)	0.223	1.000	1.739
('PCTD_wood frame (5)',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.508	0.883	1.739
('PCT_5.0',) ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.883	1.739
('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.508	1.000	1.739
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('PCTD_wood frame (5)',)	0.508	1.000	1.739
('PCTD_wood frame (5)',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.508	0.883	1.739
('PCT_5.0',) ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.883	1.739
('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.508	1.000	1.739
('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PCTD_wood frame (5)',)	0.508	1.000	1.739
('PTD_otc alterations permit', 'P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.228	1.000	1.739
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'PT_8') ==> ('PCTD_wood frame (5)',)	0.228	1.000	1.739
('PTD_otc alterations permit', 'P_0.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.284	1.000	1.739
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0', 'ECTD_wood frame (5)') ==> ('PCTD_wood frame (5)',)	0.284	1.000	1.739
('P_2.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.276	1.000	1.739
('PCT_5.0', 'P_2.0', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PCTD_wood frame (5)',)	0.276	1.000	1.739
('PCTD_wood frame (5)',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECT_5.0')	0.508	0.883	1.739
('PCT_5.0',) ==> ('ECT_5.0', 'PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)')	0.508	0.883	1.739
('ECT_5.0', 'PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.508	1.000	1.739
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECT_5.0') ==> ('PCTD_wood frame (5)',)	0.508	1.000	1.739
('ECT_5.0', 'P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.223	1.000	1.739
('PCT_5.0', 'P_2.0', 'PT_8', 'ECT_5.0') ==> ('PCTD_wood frame (5)',)	0.223	1.000	1.739
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.223	1.000	1.739
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'ECT_5.0') ==> ('PCTD_wood frame (5)',)	0.223	1.000	1.739
('PT_8', 'P_0.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.284	1.000	1.739
('PT_8', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PCTD_wood frame (5)',)	0.284	1.000	1.739
('ECT_5.0', 'PTD_otc alterations permit', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0',)	0.284	1.000	1.739
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'P_0.0', 'ECT_5.0') ==> ('PCTD_wood frame (5)',)	0.284	1.000	1.739
